2022-06-19/23:23:44		 phishing_20220619_232117.csv: File loaded successfully!!
2022-06-20/01:20:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:50		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:50		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:50		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:50		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:50		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:50		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:50		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:50		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:50		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:50		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:50		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:50		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:50		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:56		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:57		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:58		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:58		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:59		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:20:59		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:00		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:00		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:01		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:01		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:02		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:03		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:03		 phising_08012020_120000.csv: File loaded successfully!!
